Array Length,Presorted Rate,Duplicate Rate,Max Digits,Fastest Sort
33,0.5313,0.0303,10,I
51,0.54,0.098,10,I
12,0.6364,0.0833,7,I
84,0.8313,0.7976,1,I
81,0.825,0.7901,1,I
92,0.8352,0.8043,1,I
97,0.8333,0.8144,1,I
10,0.6667,0.4,1,I
40,0.7692,0.675,1,I
62,0.8033,0.7419,1,I
96,0.7895,0.6354,2,I
14,0.6923,0.5,2,I
90,0.7303,0.5444,2,I
66,0.7538,0.6061,2,I
60,0.8136,0.55,2,I
35,0.7647,0.6571,1,I
92,0.8462,0.8152,1,I
74,0.6986,0.4595,3,I
12,0.7273,0.5,3,I
18,0.7647,0.4444,2,I
95,0.7979,0.4842,2,I
52,0.6275,0.3654,2,I
2,1,0.5,1,I
94,0.7204,0.5851,2,I
74,0.7945,0.527,3,I
71,0.6714,0.4648,3,I
33,0.7188,0.5455,3,I
69,0.6324,0.3623,3,I
28,0.5926,0.2857,3,I
62,0.6557,0.4194,3,I
55,0.7593,0.4545,3,I
40,0.6667,0.35,4,I
61,0.7,0.3279,4,I
88,0.7011,0.4091,4,I
25,0.75,0.4,4,I
76,0.6533,0.3158,4,I
70,0.7971,0.3286,4,I
8,0.7143,0.375,3,I
65,0.6563,0.4923,5,I
63,0.7581,0.3968,5,I
70,0.6377,0.4571,5,I
87,0.6395,0.4138,4,I
4,1,0.5,4,I
85,0.6905,0.5059,4,I
5,0.75,0.6,2,I
9,0.625,0.5556,5,I
60,0.678,0.4667,5,I
51,0.72,0.5098,5,I
73,0.6944,0.4521,5,I
34,0.697,0.4706,5,I
2,1,0.5,3,I
22,0.7143,0.5,4,I
49,0.625,0.3878,6,I
89,0.6932,0.5056,6,I
20,0.5789,0.45,5,I
20,0.7368,0.3,6,I
51,0.56,0.2549,6,I
31,0.6667,0.2581,6,I
93,0.6413,0.2903,6,I
26,0.76,0.5,7,I
65,0.625,0.4154,7,I
89,0.7159,0.3596,7,I
49,0.7917,0.5102,7,I
47,0.7609,0.4043,6,I
77,0.6842,0.3247,6,I
82,0.6914,0.2927,6,I
99,0.6939,0.5051,8,I
41,0.6,0.4634,7,I
28,0.7037,0.4643,6,I
55,0.6852,0.4,7,I
55,0.6667,0.4727,7,I
88,0.7011,0.4205,7,I
8,0.8571,0.5,7,I
58,0.6842,0.4483,8,I
79,0.7308,0.4684,8,I
58,0.7018,0.2931,8,I
93,0.6522,0.4516,8,I
19,0.6667,0.5263,8,I
87,0.7326,0.4598,8,I
33,0.6875,0.3636,8,I
4,0.6667,0.5,4,I
35,0.6471,0.2571,9,I
4,0.6667,0.5,6,I
74,0.7945,0.4459,9,I
31,0.7667,0.4194,9,I
92,0.7582,0.4783,8,I
96,0.6421,0.375,8,I
7,0.5,0.4286,6,I
13,0.5,0.3077,10,I
64,0.746,0.3906,9,I
96,0.6632,0.3958,9,I
5,0.75,0.6,8,I
81,0.6125,0.358,9,I
72,0.7606,0.4167,9,I
41,0.725,0.3659,10,I
36,0.5714,0.3056,9,I
94,0.6774,0.2872,10,I
86,0.6118,0.3023,10,I
33,0.625,0.4242,10,I
40,0.5897,0.325,10,I
79,0.7436,0.4304,10,I
90,0.8652,0.8333,1,I
87,0.8605,0.8161,1,I
32,0.8065,0.7188,1,I
24,0.8696,0.8333,1,I
99,0.8673,0.8485,1,I
24,0.8261,0.6667,1,I
87,0.7209,0.4828,10,I
20,0.8421,0.75,2,I
23,0.7727,0.6087,2,I
76,0.8533,0.8026,2,I
62,0.7213,0.5484,2,I
62,0.9016,0.8226,1,I
67,0.8182,0.7612,1,I
31,0.7333,0.5484,2,I
51,0.88,0.8235,2,I
29,0.6786,0.6207,1,I
45,0.8636,0.7778,1,I
19,0.8333,0.7368,3,I
97,0.7188,0.701,3,I
30,0.8276,0.7333,2,I
81,0.8,0.7407,2,I
77,0.7895,0.7273,2,I
40,0.7692,0.55,3,I
86,0.7412,0.6628,2,I
97,0.8333,0.7629,2,I
93,0.837,0.7527,4,I
37,0.7778,0.6757,3,I
2,1,0.5,3,I
90,0.6854,0.5444,4,I
99,0.7653,0.596,4,I
4,1,0.75,4,I
24,0.7391,0.625,4,I
12,0.8182,0.75,4,I
29,0.7143,0.6897,4,I
47,0.7826,0.766,5,I
32,0.7742,0.5313,5,I
87,0.8256,0.7241,5,I
94,0.7419,0.6596,3,I
36,0.7429,0.6667,3,I
4,1,0.75,3,I
85,0.8095,0.7412,3,I
54,0.7547,0.6481,5,I
8,0.8571,0.75,3,I
11,0.8,0.6364,5,I
54,0.717,0.537,5,I
73,0.7361,0.6438,4,I
95,0.7766,0.5895,4,I
40,0.8205,0.675,4,I
25,0.7917,0.64,6,I
70,0.8696,0.7429,5,I
49,0.75,0.6122,6,I
29,0.7857,0.7241,6,I
86,0.7529,0.6279,5,I
6,1,0.6667,5,I
33,0.7188,0.697,5,I
46,0.7556,0.7391,6,I
51,0.74,0.5882,6,I
30,0.7931,0.6333,6,I
50,0.7551,0.6,6,I
1,1,0,4,M
12,0.7273,0.5833,6,I
90,0.6742,0.5444,6,I
68,0.791,0.5147,7,I
90,0.7865,0.7222,7,I
90,0.7978,0.7,7,I
3,1,0.6667,5,I
97,0.8125,0.6289,7,I
78,0.7013,0.6026,7,I
40,0.7436,0.6,7,I
69,0.7794,0.5797,8,I
78,0.7922,0.7308,8,I
45,0.7955,0.7111,8,I
94,0.7527,0.6489,8,I
60,0.7797,0.6833,8,I
38,0.6757,0.5263,6,I
22,0.6667,0.5909,7,I
16,0.7333,0.5625,8,I
70,0.7101,0.5429,9,I
43,0.7143,0.6047,8,I
27,0.7692,0.7407,7,I
56,0.7818,0.5536,8,I
75,0.7297,0.6,8,I
24,0.6957,0.5833,7,I
50,0.7755,0.72,9,I
68,0.7463,0.5735,9,I
40,0.7692,0.675,9,I
89,0.75,0.5618,9,I
20,0.7895,0.75,9,I
30,0.7241,0.5667,9,I
80,0.7468,0.5625,9,I
82,0.716,0.5488,10,I
80,0.8228,0.625,10,I
45,0.7727,0.5556,10,I
57,0.8214,0.7544,8,I
83,0.7073,0.5542,10,I
59,0.6897,0.5763,10,I
16,0.8,0.75,7,H
84,0.8675,0.8571,1,I
1,1,0,1,I
80,0.8734,0.8375,1,I
29,0.7857,0.6552,10,I
48,0.766,0.6042,10,I
53,0.7308,0.6038,9,I
56,0.8182,0.6786,10,I
32,0.8387,0.8125,1,I
75,0.8649,0.8533,1,I
98,0.9588,0.949,2,I
36,0.9429,0.8889,1,I
84,0.9036,0.8929,1,I
28,0.8519,0.8214,1,I
81,1,0.9877,1,I
74,0.9178,0.9054,1,I
28,0.9259,0.8929,2,I
17,0.8125,0.7647,2,I
80,0.9241,0.9125,2,I
27,0.8462,0.7778,2,I
58,0.8421,0.8103,2,I
46,0.9778,0.9565,1,I
96,0.8737,0.8542,2,I
35,0.8824,0.8571,3,I
78,0.9221,0.9103,3,I
85,0.9405,0.9294,3,I
33,0.9375,0.9091,3,I
48,0.9787,0.9583,3,I
63,0.9194,0.9048,2,Q
70,0.8406,0.8286,2,I
78,0.987,0.9744,3,I
61,0.9167,0.9016,4,I
19,1,0.9474,1,I
24,0.913,0.8333,3,I
12,1,0.9167,2,I
62,0.9344,0.9194,2,I
26,1,0.9615,1,I
16,0.9333,0.875,4,I
95,0.8511,0.8105,4,I
96,0.8526,0.8333,4,I
75,0.9054,0.8933,4,I
7,1,0.8571,3,I
19,1,0.9474,3,I
18,0.8235,0.7778,4,I
61,0.85,0.8033,5,I
19,1,0.9474,5,I
33,0.9063,0.8788,4,I
60,0.8814,0.85,5,I
62,0.8361,0.7903,5,I
68,0.9701,0.9559,5,I
71,0.9714,0.9577,3,I
39,0.9737,0.9487,3,I
40,0.8718,0.775,4,I
18,0.8235,0.7778,6,I
95,0.8298,0.8211,5,I
3,1,0.6667,5,I
12,1,0.9167,3,I
1,1,0,5,I
54,0.9623,0.9444,6,I
3,1,0.6667,6,I
85,0.9881,0.9765,3,I
55,0.8333,0.7818,6,I
28,0.9259,0.8929,2,I
96,0.9263,0.9167,6,I
31,1,0.9677,4,I
43,0.9048,0.8837,7,I
10,1,0.9,3,I
27,0.8462,0.8148,7,I
85,0.9524,0.9412,6,I
40,1,0.975,6,I
8,1,0.875,1,I
33,0.9063,0.8788,7,I
6,1,0.8333,2,I
71,1,0.9859,1,I
28,0.8148,0.7857,8,I
15,1,0.9333,7,I
33,1,0.9697,1,I
4,1,0.75,5,I
86,0.9647,0.9535,4,I
87,0.8256,0.8046,9,I
59,0.9483,0.9322,2,I
23,0.9091,0.8696,8,I
5,1,0.8,5,I
77,0.8553,0.8312,8,I
34,0.8485,0.7941,7,I
57,0.875,0.8596,8,I
79,0.9744,0.962,9,I
24,0.8696,0.7917,9,I
98,1,0.9898,4,I
36,0.8571,0.7778,9,I
52,0.8627,0.8462,9,I
56,0.9636,0.9464,5,I
93,0.9457,0.9355,6,I
4,1,0.75,1,I
59,1,0.9831,7,I
11,1,0.9091,10,I
2,1,0.5,5,Q
96,0.9579,0.9479,9,I
53,1,0.9811,8,I
2,1,0.5,6,I
20,0.8947,0.4,1,I
65,0.9531,0.7385,1,I
34,0.8788,0.8529,10,I
39,0.8947,0.8718,9,I
36,0.8571,0.8056,10,I
2,1,0.5,8,I
30,1,0.9667,3,I
72,0.9577,0.75,1,I
59,0.9138,0.7119,1,I
65,0.8594,0.7231,1,I
94,0.9462,0.8085,1,I
16,0.8667,0.4375,1,I
8,0.7143,0.125,1,I
39,0.8684,0.6923,1,I
26,0.72,0.2308,2,I
6,0.8,0.1667,2,I
9,0.875,0.2222,2,I
12,0.7273,0.1667,2,I
9,0.875,0.2222,2,I
63,0.8226,0.3651,2,I
63,0.9839,0.7619,1,I
80,0.8354,0.3,3,I
37,0.8889,0.0811,3,I
58,0.8772,0.2759,3,I
65,0.9688,0.3846,2,I
60,0.9492,0.4167,2,I
1,1,0,1,I
44,0.8372,0.2955,2,I
25,0.875,0.08,3,I
32,0.9032,0.0938,3,I
98,0.8351,0.2449,3,I
60,0.7966,0.2333,3,I
11,0.7,0.0909,3,I
75,0.8243,0.1733,3,I
64,0.8413,0.3125,3,I
57,0.8393,0.2281,4,I
90,0.9326,0.1778,4,I
10,0.6667,0.1,4,I
50,0.9184,0.12,4,I
24,0.8261,0.1667,4,I
59,0.7931,0.2542,4,I
83,0.7927,0.2169,4,I
47,0.8261,0.0426,5,I
3,0.5,0.3333,5,I
23,1,0.2174,5,I
18,0.8235,0.0556,5,I
39,0.7895,0.2308,4,I
40,0.8974,0.2,4,I
76,0.8,0.2105,4,I
16,0.7333,0.0625,6,I
9,0.625,0.1111,5,I
31,0.8,0.1613,5,I
48,0.9149,0.0625,5,I
98,0.8247,0.1735,5,I
44,0.8837,0.2273,5,I
25,0.9167,0.16,5,I
34,0.7879,0.1176,6,I
59,0.7759,0.0339,6,I
75,0.9189,0.08,6,I
2,1,0.5,6,I
92,0.8681,0.0543,6,I
96,0.7684,0.1771,6,I
35,0.9412,0.0571,6,I
10,0.8889,0.1,7,I
74,0.7945,0.1216,7,I
16,0.8667,0.0625,7,I
24,0.8696,0.125,6,I
15,0.9286,0.2,7,I
39,0.8947,0.1795,6,I
16,0.8667,0.1875,6,I
18,0.8824,0.0556,8,I
23,0.7727,0.0435,8,I
41,0.9,0.2195,7,I
60,0.9322,0.1667,7,I
71,0.8857,0.0845,7,I
46,0.8444,0.2609,7,I
70,0.8116,0.0714,7,I
66,0.7538,0.0909,8,I
13,0.9167,0.2308,8,I
64,0.8413,0.25,8,I
2,1,0.5,6,I
79,0.7821,0.1519,8,I
38,0.7838,0.2632,8,I
20,0.8947,0.2,8,I
72,0.9577,0.1667,9,I
95,0.9894,0.0842,9,I
59,0.7759,0.0508,9,I
60,0.8305,0.1167,9,I
93,0.8043,0.1613,9,I
64,0.9206,0.0313,9,I
56,0.9091,0.1607,8,I
42,0.8537,0.0476,10,I
87,0.9767,0.2414,10,I
31,0.9667,0.2581,10,I
32,0.8387,0.1875,9,I
60,0.8475,0.0833,9,I
58,0.8246,0.2414,9,I
88,0.8391,0.2614,9,I
41,0.75,0.0244,10,I
98,0.7526,0.0612,10,I
96,0.9053,0.1979,10,I
18,0.8824,0.0556,10,I
10,0.8889,0.3,10,I
29,0.9643,0.1034,10,I
91,0.8222,0.0989,10,I
12,0.9091,0.75,1,I
6,0.8,0.3333,1,I
85,0.8571,0.8,1,I
30,0.8966,0.6667,1,I
99,0.9082,0.8384,1,I
2,1,0.5,1,I
8,0.7143,0.5,1,I
51,0.96,0.4314,2,I
93,0.8152,0.5591,2,I
87,0.9884,0.5402,2,I
43,0.9524,0.4884,2,I
70,0.8696,0.7714,1,I
40,0.7949,0.725,1,I
93,0.9239,0.8065,1,I
21,0.7,0.3333,3,I
16,0.8667,0.4375,2,I
42,0.8293,0.4524,2,I
10,0.8889,0.3,2,I
33,0.75,0.3939,2,I
13,0.9167,0.3846,2,I
55,0.9444,0.4909,2,I
52,0.8431,0.5577,3,I
81,0.7875,0.4938,3,I
52,0.7843,0.4038,3,I
56,0.9455,0.375,3,I
82,0.8889,0.4146,3,I
51,0.88,0.4118,3,I
30,0.8276,0.2667,3,I
6,0.8,0.3333,4,I
98,0.8969,0.3265,4,I
38,0.8919,0.3158,4,I
67,0.8182,0.4179,4,I
40,0.9487,0.425,4,I
54,0.9811,0.537,3,I
99,0.9184,0.4141,3,I
22,0.9048,0.2727,5,I
48,0.9574,0.5,5,I
42,0.8537,0.4762,4,I
48,0.9787,0.3542,4,I
25,0.75,0.28,4,I
12,0.8182,0.3333,4,I
17,0.8125,0.3529,4,I
77,0.8553,0.5195,5,I
36,0.8286,0.2778,5,I
90,0.9326,0.3111,5,I
17,0.8125,0.4118,4,I
61,0.9,0.3934,5,I
34,0.8182,0.3235,5,I
32,0.9677,0.3125,5,I
19,0.7778,0.3158,6,I
58,0.8421,0.4655,6,I
33,0.9375,0.3939,6,I
80,0.8354,0.3125,6,I
67,0.9697,0.4925,6,I
11,0.8,0.5455,6,I
87,0.8372,0.4713,5,I
87,0.907,0.3563,7,I
50,0.8571,0.4,7,I
49,0.9375,0.449,7,I
43,0.9762,0.5116,6,I
43,0.9048,0.3023,6,I
90,0.9438,0.5333,6,I
94,0.8602,0.4894,6,I
63,0.9032,0.3968,7,I
25,0.8333,0.28,7,I
18,0.9412,0.3889,7,I
89,0.7727,0.3258,7,I
21,0.85,0.3333,7,I
33,0.8125,0.3636,7,I
9,0.875,0.3333,6,I
20,1,0.5,8,I
74,0.9589,0.4324,8,I
91,0.8556,0.3736,8,I
89,0.875,0.3146,8,I
40,0.9744,0.45,8,I
29,0.8929,0.3448,8,I
90,0.7753,0.4556,8,I
2,1,0.5,7,I
17,0.9375,0.4118,9,I
88,0.908,0.4318,9,I
92,0.7912,0.4348,9,I
67,0.9545,0.2985,8,I
49,0.7917,0.449,8,I
72,0.7746,0.5,8,I
30,0.8276,0.3,10,I
15,0.8571,0.6,9,I
3,1,0.6667,6,I
41,0.875,0.4878,7,I
11,0.8,0.3636,9,I
70,0.971,0.3571,9,I
94,0.9677,0.2979,9,I
70,0.7971,0.3857,10,I
48,0.8298,0.3958,10,I
25,0.75,0.44,10,I
12,0.7273,0.4167,10,I
53,0.9038,0.5283,10,I
39,0.8684,0.5128,10,I
70,0.8986,0.2571,10,I
72,0.8732,0.7778,1,I
82,0.9259,0.8293,1,I
82,0.9753,0.7927,1,I
3,1,0.6667,1,I
99,0.9388,0.8384,1,I
60,0.8814,0.5,10,I
10,0.8889,0.3,9,I
92,0.9451,0.6196,2,I
48,0.8936,0.5625,2,I
60,0.9831,0.7667,1,I
78,0.8571,0.7949,1,I
11,0.9,0.6364,1,I
7,0.8333,0.7143,1,I
27,0.8846,0.7407,1,I
52,0.9804,0.7692,2,I
7,0.8333,0.5714,2,I
70,0.8261,0.6571,2,I
22,0.8571,0.7727,2,I
53,0.8846,0.5849,2,I
20,0.9474,0.6,2,I
97,0.8854,0.732,2,I
48,0.9362,0.6667,3,I
94,0.9247,0.7128,3,I
11,0.8,0.6364,3,I
76,0.9733,0.5658,3,I
83,0.9512,0.6867,3,I
43,0.9286,0.7674,3,I
86,0.8706,0.7907,2,I
89,0.8409,0.6292,4,I
17,0.9375,0.7647,4,I
14,1,0.6429,4,I
15,0.9286,0.6,3,I
90,0.9213,0.6889,3,I
10,0.8889,0.8,2,I
36,0.9714,0.7222,3,I
37,0.8889,0.7297,4,I
17,0.9375,0.7059,4,I
64,0.9206,0.5469,4,I
86,0.8235,0.6047,4,I
95,0.8404,0.6316,4,I
77,0.8553,0.7403,4,I
88,0.9195,0.7159,4,I
98,0.9072,0.6224,5,I
94,0.9355,0.734,5,I
48,0.8511,0.6875,5,I
29,0.8571,0.7241,5,I
20,1,0.65,4,I
46,0.9778,0.5435,5,I
49,0.8958,0.6939,5,I
13,0.9167,0.5385,6,I
7,0.8333,0.5714,4,I
33,0.875,0.6061,6,I
20,0.8947,0.75,3,I
72,0.831,0.6389,5,I
92,0.978,0.5543,5,I
49,0.9167,0.6531,5,I
37,0.8333,0.5946,7,I
60,0.8475,0.7333,6,I
11,0.9,0.5455,6,I
15,0.8571,0.5333,6,I
81,0.8125,0.5802,6,I
56,0.8364,0.75,6,I
61,0.9333,0.7377,6,I
92,0.9451,0.6304,7,I
5,1,0.8,1,I
86,0.9765,0.7558,7,I
66,0.8923,0.7424,6,I
44,0.8605,0.5682,7,I
46,0.9778,0.7174,7,I
48,0.8936,0.7708,7,I
80,0.7848,0.5375,8,I
26,0.92,0.6923,8,I
10,0.8889,0.6,8,I
77,0.8026,0.5584,8,I
84,0.988,0.6905,8,I
47,0.9783,0.7447,7,I
4,1,0.75,7,I
18,0.8824,0.6667,9,I
57,0.875,0.5789,9,I
36,0.9429,0.6111,7,I
16,0.9333,0.75,7,I
93,0.837,0.6237,8,I
64,0.8413,0.75,8,I
93,0.837,0.6559,8,I
3,1,0.6667,8,I
78,0.8961,0.5641,9,I
45,0.9318,0.6444,9,I
91,0.8111,0.6154,9,I
20,0.9474,0.65,8,I
6,0.8,0.6667,7,I
8,1,0.75,5,I
2,1,0.5,10,I
34,0.9394,0.5588,10,I
59,0.9655,0.6441,10,I
90,0.9551,0.6111,10,I
26,0.88,0.6923,10,I
84,0.8313,0.5595,10,I
19,0.8889,0.7368,8,I
93,0.9674,0.9462,1,I
77,0.9342,0.9221,1,I
32,0.9677,0.9375,1,I
31,0.9,0.5161,10,I
90,0.8315,0.5222,10,I
95,0.9574,0.7368,10,I
95,0.7979,0.5263,10,I
13,1,0.8462,1,I
7,1,0.8571,1,I
19,0.8333,0.7895,1,I
95,0.9149,0.8842,1,I
64,0.9524,0.9375,1,I
71,0.9286,0.8451,1,I
61,0.9,0.8361,1,I
99,0.9184,0.8485,2,I
1,1,0,1,H
96,0.8947,0.8646,2,I
56,0.9273,0.8571,2,I
39,1,0.9744,2,I
56,0.9636,0.9107,2,I
5,1,0.8,1,I
53,0.9423,0.7925,3,I
91,1,0.8791,3,I
57,0.9821,0.9474,3,I
40,0.9744,0.95,3,I
19,0.9444,0.8947,2,I
28,1,0.9643,1,I
44,0.9302,0.8636,2,I
36,0.9429,0.8611,4,I
38,0.9459,0.8421,3,I
6,1,0.8333,3,I
86,0.9765,0.9651,3,I
82,1,0.9878,1,I
68,0.8955,0.8382,3,I
78,0.9481,0.8205,3,I
96,1,0.9896,2,I
13,0.9167,0.8462,2,I
82,0.9877,0.9756,3,I
1,1,0,1,I
91,0.8778,0.8681,4,I
12,1,0.9167,1,I
87,0.9651,0.8276,4,I
29,0.9643,0.931,3,I
39,0.9211,0.7949,5,I
90,0.9888,0.9778,3,I
28,1,0.8929,2,I
93,0.9022,0.8172,5,I
32,0.9355,0.875,4,I
1,1,0,4,I
16,1,0.9375,5,I
42,0.9756,0.9524,6,I
7,1,0.8571,2,I
37,1,0.8649,3,I
2,1,0.5,2,I
24,1,0.9583,2,I
92,0.9121,0.8478,5,I
67,0.9697,0.9552,3,I
67,0.9545,0.806,6,I
54,0.8868,0.8148,6,I
73,1,0.9863,3,I
17,0.9375,0.8235,5,I
80,0.9747,0.9625,6,I
9,1,0.8889,2,I
92,0.978,0.9565,6,I
87,0.9651,0.8506,7,I
63,1,0.9206,7,I
27,0.9615,0.8889,7,I
38,0.973,0.8158,7,I
72,0.9718,0.9583,7,I
63,1,0.9841,3,I
95,0.9149,0.8947,8,I
41,0.975,0.9268,8,I
3,1,0.6667,3,I
65,1,0.9846,1,I
79,0.8846,0.7722,7,I
81,0.975,0.963,5,I
74,0.9726,0.9459,6,I
92,0.9231,0.8261,8,I
19,1,0.9474,3,I
45,0.9773,0.9556,7,I
38,0.8649,0.7632,8,I
66,0.9538,0.8788,8,I
46,1,0.9783,5,I
70,0.9275,0.8286,8,I
94,0.9462,0.9255,9,I
40,0.9231,0.875,8,I
5,1,0.8,9,I
84,0.9398,0.7857,9,I
97,0.8958,0.8557,9,I
83,0.9634,0.9398,5,I
47,0.913,0.8511,5,I
28,0.963,0.8929,9,I
65,0.8906,0.7692,9,I
63,0.9839,0.9206,9,I
12,1,0.9167,7,I
10,1,0.9,6,I
48,0.8511,0.7917,8,I
44,1,0.9773,1,I
32,1,0.9688,9,I
67,0.9545,0.9104,7,I
28,0.9259,0.8214,10,I
13,1,0.9231,10,I
44,0.9767,0.7955,10,I
10,0.8889,0.8,9,I
168,0.8982,0.8929,1,I
814,0.9791,0.9779,1,Q
531,0.9679,0.9661,1,R
726,0.9766,0.9752,1,R
561,0.9696,0.9679,1,R
266,0.9358,0.9323,1,Q
601,0.9717,0.97,1,R
835,0.8082,0.7976,2,Q
869,0.8007,0.794,2,R
811,0.7901,0.7793,2,Q
283,0.9397,0.9364,1,Q
540,0.9685,0.9667,1,R
108,0.8411,0.8333,1,I
230,0.6114,0.587,2,Q
703,0.7721,0.761,2,Q
638,0.7551,0.7508,2,R
120,0.5126,0.5083,2,Q
702,0.7817,0.765,2,R
580,0.5699,0.5466,3,Q
712,0.7581,0.7542,2,Q
999,0.8186,0.8178,2,Q
352,0.5271,0.4318,3,Q
745,0.6304,0.5852,3,Q
158,0.3822,0.3291,3,I
570,0.5325,0.5263,3,Q
644,0.5443,0.4891,3,R
553,0.3931,0.3454,4,Q
104,0.301,0.2404,3,I
273,0.3603,0.293,4,Q
605,0.4288,0.3868,4,Q
698,0.4462,0.361,4,Q
315,0.3376,0.2603,4,Q
271,0.4889,0.4502,3,Q
217,0.4306,0.4194,3,I
958,0.6479,0.6054,3,Q
341,0.3,0.2991,5,Q
364,0.2975,0.2912,5,M
497,0.496,0.3944,4,Q
465,0.4116,0.3677,4,Q
424,0.5319,0.4434,4,Q
363,0.442,0.4187,4,Q
594,0.5042,0.4495,4,Q
913,0.4364,0.3505,5,Q
917,0.4847,0.4111,5,H
971,0.4371,0.3213,5,Q
961,0.5146,0.4121,5,Q
940,0.3429,0.3277,5,Q
368,0.3488,0.3288,6,M
341,0.3412,0.2727,5,Q
659,0.4392,0.3885,6,Q
413,0.3738,0.2349,6,Q
751,0.3213,0.2623,6,Q
401,0.3225,0.3092,6,Q
620,0.2763,0.2484,5,Q
933,0.456,0.3237,5,Q
153,0.3158,0.1961,7,I
519,0.3745,0.2524,6,Q
612,0.2177,0.1993,6,Q
932,0.2642,0.2564,6,Q
578,0.2721,0.2163,6,Q
922,0.4028,0.3091,6,Q
178,0.322,0.2978,7,I
607,0.3911,0.2191,7,Q
523,0.41,0.3098,7,Q
221,0.4045,0.2941,7,I
937,0.3323,0.3138,7,Q
409,0.3309,0.2641,7,Q
661,0.2379,0.2027,8,Q
466,0.2925,0.2468,8,Q
606,0.286,0.1815,8,Q
280,0.2079,0.175,8,Q
375,0.3155,0.208,7,Q
987,0.3337,0.306,7,Q
833,0.3161,0.2929,8,Q
982,0.2538,0.2047,8,Q
945,0.3718,0.3661,7,Q
182,0.2044,0.0934,9,I
505,0.3552,0.1861,9,Q
667,0.3108,0.2174,9,Q
479,0.3013,0.2965,8,Q
132,0.2137,0.2121,8,I
868,0.3403,0.1417,8,H
669,0.3368,0.1465,8,Q
225,0.2946,0.2133,9,I
910,0.2398,0.1209,9,Q
363,0.2762,0.1185,10,I
880,0.3242,0.2625,9,Q
720,0.2392,0.2347,9,M
451,0.1978,0.1197,9,Q
483,0.2199,0.207,9,Q
162,0.1988,0.1914,9,I
427,0.2019,0.0609,10,Q
476,0.3158,0.1786,10,Q
368,0.3243,0.2582,10,Q
115,0.1667,0.0957,10,I
209,0.1971,0.1866,10,Q
270,0.2454,0.1741,10,Q
151,0.8867,0.8808,1,I
252,0.9323,0.9286,1,Q
921,0.9815,0.9805,1,Q
890,0.9809,0.9798,1,R
821,0.1927,0.1315,10,Q
200,0.2312,0.225,10,Q
391,0.1795,0.1228,10,Q
281,0.9393,0.9359,1,I
784,0.9783,0.977,1,R
872,0.9805,0.9794,1,Q
803,0.9788,0.9776,1,Q
944,0.982,0.9809,1,R
319,0.9465,0.9436,1,Q
625,0.7853,0.7728,2,Q
112,0.5856,0.5446,2,I
155,0.5779,0.5548,2,I
321,0.7063,0.6854,2,R
673,0.8021,0.792,2,R
780,0.8293,0.8128,2,Q
833,0.6923,0.6483,3,Q
976,0.6462,0.6199,3,Q
464,0.7451,0.722,2,Q
996,0.8472,0.8424,2,Q
580,0.8083,0.8017,2,R
917,0.8264,0.8255,2,Q
122,0.5124,0.4754,3,I
937,0.703,0.6809,3,Q
312,0.5627,0.516,3,Q
452,0.5831,0.5642,3,Q
363,0.5773,0.562,3,Q
469,0.5299,0.5288,3,Q
974,0.5252,0.5072,4,Q
589,0.5663,0.5076,4,Q
535,0.5356,0.5103,4,Q
845,0.6493,0.6142,3,Q
260,0.4903,0.4385,4,Q
462,0.5423,0.539,4,Q
373,0.586,0.5469,3,Q
124,0.3577,0.3548,5,I
622,0.5878,0.5772,4,Q
700,0.6152,0.5743,4,Q
141,0.5714,0.4823,4,I
832,0.5367,0.4952,4,R
217,0.5833,0.5484,4,I
193,0.3177,0.3057,5,Q
759,0.6042,0.5771,5,Q
939,0.5885,0.5804,5,Q
266,0.5585,0.5414,5,Q
522,0.5278,0.523,5,Q
639,0.4577,0.4288,5,Q
847,0.6206,0.6045,5,Q
100,0.4747,0.42,6,I
922,0.4647,0.4544,6,Q
207,0.5097,0.5024,6,Q
459,0.4891,0.4793,6,Q
715,0.5644,0.5497,5,Q
183,0.467,0.4044,5,I
453,0.4425,0.4349,6,Q
321,0.525,0.5234,6,Q
872,0.4214,0.3899,6,Q
478,0.5514,0.5021,6,Q
507,0.4802,0.4418,6,Q
570,0.42,0.3789,6,Q
273,0.5368,0.4505,7,I
721,0.5486,0.5035,7,Q
248,0.413,0.3185,7,I
273,0.5257,0.5238,7,H
119,0.5508,0.4958,7,I
354,0.4759,0.3814,8,Q
502,0.3752,0.3586,7,Q
464,0.5205,0.4741,8,Q
519,0.4865,0.4046,8,Q
151,0.36,0.3311,8,Q
749,0.4545,0.4085,7,Q
706,0.5121,0.4688,7,Q
320,0.4044,0.3938,7,Q
907,0.4371,0.4157,7,Q
534,0.5009,0.4157,8,Q
505,0.5119,0.503,8,Q
167,0.3735,0.2934,8,I
593,0.4409,0.3929,8,Q
369,0.5326,0.5041,8,Q
840,0.5161,0.444,8,Q
867,0.4353,0.376,9,Q
520,0.4085,0.325,9,Q
422,0.4727,0.4716,9,Q
984,0.5259,0.4512,9,Q
442,0.5488,0.5407,9,Q
920,0.4886,0.4576,9,Q
606,0.5488,0.5033,9,Q
281,0.4714,0.4057,10,Q
449,0.4576,0.4298,10,Q
572,0.5114,0.472,10,Q
257,0.5117,0.4669,10,Q
811,0.4938,0.4081,10,Q
156,0.4903,0.4167,9,I
301,0.3667,0.2625,10,I
619,0.3916,0.3603,9,Q
